ym,Nivel General,Alimentos y bebidas no alcohólicas,Bebidas alcohólicas y tabaco,Prendas de vestir y calzado,"Vivienda, agua, electricidad, gas y otros combustibles",Equipamiento y mantenimiento del hogar,Salud,Transporte,Información y comunicación,Recreación y cultura,Educación,Restaurantes y hoteles,Seguros y servicios financieros,"Cuidado personal, protección social y otros productos",Bienes,Servicios,Estacionales ,Regulados,Resto IPCBA
2004-02,1.58681650292634,1.22262809389817,,1.16346282727222,1.84775127411703,2.00205557907767,2.26898967922922,2.02031914554705,,1.88014932281922,1.34773133023444,,,2.08283521368256,,,,,
2004-03,1.59623125306968,1.22733884504806,,1.24303840866966,1.85423624004496,2.01776741250813,2.31667798070731,2.02778267180227,,1.80484687557014,1.37450847554897,,,2.11831129350938,,,,,
2004-04,1.60992691003596,1.23878480238747,,1.27411010600109,1.86184890386408,2.03185197850575,2.31706422681716,2.04041325469571,,1.82848155986247,1.38619626782735,,,2.15034262923973,,,,,
2004-05,1.62168955330958,1.25040317210664,,1.28906723569212,1.9023110416659,2.04150507258101,2.32892656497054,2.05046030927004,,1.81066131352697,1.39829480533099,,,2.16458210093016,,,,,
2004-06,1.63086789170634,1.25897929757669,,1.29368493084432,1.90599785447228,2.05253402265212,2.33658274845309,2.05706265941889,,1.83347591502382,1.39954425787254,,,2.19154200785182,,,,,
2004-07,1.63838439459035,1.25512690053243,,1.27087892505909,1.90893380608926,2.05575540436126,2.33934211684804,2.05892854098269,,1.93273394852869,1.40518401117521,,,2.24366469391565,,,,,
2004-08,1.64401192126392,1.27074968681348,,1.25202405417842,1.91363020379075,2.06884813842614,2.34844508660647,2.06739677269535,,1.89786514867455,1.41404577792163,,,2.23469101593518,,,,,
2004-09,1.65435841182027,1.27922014017982,,1.30944985577085,1.92067198812879,2.08018375519511,2.35001298395069,2.07098500647189,,1.89352787848599,1.43599974127954,,,2.24359890887214,,,,,
2004-10,1.66090609009574,1.28172660832412,,1.33587974465948,1.92507029112587,2.08636405612424,2.3596396772479,2.07730029791862,,1.91170977624062,1.44541244772932,,,2.23566882090006,,,,,
2004-11,1.66094317429128,1.27882896800641,,1.34189084353347,1.92480875520597,2.09991817161744,2.36650372887805,2.07672618051437,,1.90514911387672,1.4498888328191,,,2.24075221062575,,,,,
2004-12,1.67482888775971,1.28723824278639,,1.34687540517854,1.9279865572435,2.11162399863429,2.37269348645201,2.0818932371526,,1.96559329084978,1.45080624580728,,,2.32026838685255,,,,,
2005-01,1.69971470073092,1.2963482904647,,1.32070387297504,1.97121591381075,2.13443060756139,2.42251268807851,2.10528852137568,,2.07900666652025,1.44987407550562,,,2.39642354540189,,,,,
2005-02,1.7157930172608,1.31958688379958,,1.30002672627527,2.0110649889186,2.15563205116001,2.45084285825442,2.11232145957771,,2.07659226127142,1.45192780163197,,,2.39617535637411,,,,,
2005-03,1.74231517036032,1.35468114561285,,1.37398563333801,2.01858484966937,2.18066268433742,2.46711756722203,2.133850862237,,2.03015825652812,1.53846222834285,,,2.41042678898154,,,,,
2005-04,1.75085844190842,1.35961992603918,,1.4218625718481,2.02308158016319,2.208160464913,2.47059050893856,2.14892144409849,,2.00635293389014,1.56336027574058,,,2.41696343012293,,,,,
2005-05,1.76137644686915,1.36241374814973,,1.43610663708817,2.06927782270354,2.21588791314669,2.48677356628688,2.1647096727153,,1.99767329983106,1.60015025825319,,,2.42460645608697,,,,,
2005-06,1.77750807193012,1.37297910462483,,1.43831817031287,2.15497442579186,2.22544431051542,2.48793557788855,2.17719672625769,,2.00691833258765,1.61332607964108,,,2.43939014950097,,,,,
2005-07,1.79535715879715,1.38898564749307,,1.397316964383,2.19431449013087,2.2333292362426,2.50149019772662,2.19599907124679,,2.08524642692071,1.62067768130776,,,2.448800400952,,,,,
2005-08,1.80320046615438,1.40864622047404,,1.37914759990688,2.20979854147483,2.24598821650959,2.50923803282845,2.21566259234227,,2.02559686433334,1.62936973894913,,,2.4564942608133,,,,,
2005-09,1.82417157873364,1.44419468694363,,1.44110670013436,2.18271129437258,2.25861404362005,2.52725739583462,2.22513552951235,,2.01631362896205,1.63797079315735,,,2.46922067650302,,,,,
2005-10,1.83842581639527,1.44703300257153,,1.49591965445119,2.19514971774605,2.27240299397198,2.5517774772659,2.23590023084199,,2.05136325452575,1.66522509160783,,,2.4855862011905,,,,,
2005-11,1.86060448309189,1.47815436406436,,1.51671564522612,2.2059036248182,2.28210581778203,2.57685728822926,2.24508610930995,,2.07165648345261,1.68229192465069,,,2.4937256052101,,,,,
2005-12,1.88131832406457,1.4892925745754,,1.52566339842107,2.21572387677844,2.30468864290258,2.63989396266573,2.27307433276702,,2.14992600044314,1.67887314702717,,,2.485616103483,,,,,
2006-01,1.90532106962943,1.5023773764707,,1.49025647591318,2.23245936343806,2.31787531091094,2.68735640836772,2.29804843985179,,2.30370680564309,1.68034395927096,,,2.4933219242613,,,,,
2006-02,1.91287233894676,1.51695641899049,,1.45906765688448,2.24153437863729,2.33690798552013,2.71371934200108,2.307808435724,,2.28178359848916,1.68603290361858,,,2.50201751092148,,,,,
2006-03,1.93592943752529,1.54003001553185,,1.54764610756969,2.25545202667602,2.35712035994904,2.73049486160265,2.32948136773434,,2.21027339745897,1.84687286326758,,,2.51427745084814,,,,,
2006-04,1.95475662004975,1.54759020568898,,1.63299165493499,2.27909993582082,2.37495399539718,2.74482852020465,2.34082018646823,,2.24249093585315,1.85922719420493,,,2.53827404058265,,,,,
2006-05,1.96390482753763,1.54265142526264,,1.66768206823612,2.32917140951844,2.39301417741492,2.76624553966866,2.35603429768079,,2.23389280070542,1.882755271001,,,2.54690384219932,,,,,
2006-06,1.97341460593205,1.55100693704248,,1.67141790590308,2.34790356825475,2.40954655146941,2.77262187375331,2.36636841095724,,2.24363956113503,1.88650362862564,,,2.5636551064601,,,,,
2006-07,1.98559212864331,1.55125906697416,,1.62427125562296,2.40627107382027,2.42168060675806,2.77687058096167,2.37641546553158,,2.31218523926477,1.96166508574577,,,2.56701612413755,,,,,
2006-08,1.99676142478825,1.56309248869387,,1.6106696373399,2.42027871271316,2.43402739480109,2.8162054919962,2.38789781361653,,2.29293112145765,2.01850041907252,,,2.58460166235919,,,,,
2006-09,2.01471944647969,1.5755673586221,,1.70283235643679,2.43115916942397,2.44378823663507,2.81893867421421,2.40325545418015,,2.30895839174339,2.0321140407604,,,2.596111054744,,,,,
2006-10,2.03196359740693,1.59552640894865,,1.73462056297498,2.43812221176463,2.46796793879497,2.82856209423931,2.41588603707359,,2.33349465774256,2.02525926864764,,,2.60727358053577,,,,,
2006-11,2.04634299422852,1.61725778438315,,1.7429189797013,2.44513587396074,2.47917370570088,2.84441782437589,2.4298083841266,,2.33460508040975,2.02274806580331,,,2.61579872412868,,,,,
2006-12,2.06642176835254,1.64602655114587,,1.74782947909664,2.45489988163713,2.49752121507519,2.85183505899387,2.437702498435,,2.38021900235756,2.01291231636703,,,2.61939297968767,,,,,
2007-01,2.08946857098419,1.67170388386003,,1.71065605075911,2.47135443143734,2.50365452827942,2.87946960212336,2.47869171868117,,2.44971590119658,2.01247771852974,,,2.6567299697231,,,,,
2007-02,2.10326419227777,1.69713782953425,,1.71241975356344,2.47393165008074,2.52097211850312,2.89440719300416,2.47743051190436,,2.46624381696632,2.00711767853654,,,2.64783099800481,,,,,
2007-03,2.12517488492053,1.71490508345021,,1.78174684071848,2.48820547641344,2.52476034136456,2.91457294069325,2.52787878297657,,2.38459989569412,2.07940578547192,,,2.67491482497351,,,,,
