ym,Nivel general,Alimentos y bebidas no alcohólicas,Bebidas alcohólicas y tabaco,Prendas de vestir y calzado,"Vivienda, agua, electricidad y otros combustibles",Equipamiento y manteni-miento del hogar,Salud,Transporte,Comunicaciones,Recreación y cultura,Educación,Restaurantes y hoteles,Otros bienes y servicios,Estacional,Núcleo,Regulados,Bienes,Servicios
1967-12,4.04372277726532e-12,,,,,,,,,,,,,,,,,
1968-01,3.90465269227796e-12,,,,,,,,,,,,,,,,,
1968-02,3.94296498036309e-12,,,,,,,,,,,,,,,,,
1968-03,3.917423454973e-12,,,,,,,,,,,,,,,,,
1968-04,3.90109992370866e-12,,,,,,,,,,,,,,,,,
1968-05,3.90535684460701e-12,,,,,,,,,,,,,,,,,
1968-06,3.9188957734792e-12,,,,,,,,,,,,,,,,,
1968-07,3.91671930264395e-12,,,,,,,,,,,,,,,,,
1968-08,3.92312068745349e-12,,,,,,,,,,,,,,,,,
1968-09,3.97775650680296e-12,,,,,,,,,,,,,,,,,
1968-10,4.05578938763131e-12,,,,,,,,,,,,,,,,,
1968-11,4.0692643026554e-12,,,,,,,,,,,,,,,,,
1968-12,4.43043043360991e-12,,,,,,,,,,,,,,,,,
1969-01,4.22606622356519e-12,,,,,,,,,,,,,,,,,
1969-02,4.16931794722858e-12,,,,,,,,,,,,,,,,,
1969-03,4.2161440771104e-12,,,,,,,,,,,,,,,,,
1969-04,4.22040099800875e-12,,,,,,,,,,,,,,,,,
1969-05,4.16221241008999e-12,,,,,,,,,,,,,,,,,
1969-06,4.20337331441536e-12,,,,,,,,,,,,,,,,,
1969-07,4.25941743842292e-12,,,,,,,,,,,,,,,,,
