ym,Nivel general,Alimentos y bebidas no alcohólicas,Bebidas alcohólicas y tabaco,Prendas de vestir y calzado,"Vivienda, agua, electricidad y otros combustibles",Equipa-miento y manteni-miento del hogar,Salud,Transporte,Comunicaciones,Recreación y cultura,Educación,Restaurantes y hoteles,Otros bienes y servicios,Estacional,Núcleo,Regulados,Bienes,Servicios
2024-04,5785.5699,6653.7983,4406.2162,5722.2934,4607.8825,5721.9053,6382.8552,5852.5934,4983.8866,5353.7738,4626.4998,5836.3245,5731.0836,6360.862,5884.3478,5235.9685,6533.2371,4695.0289
2024-05,6034.3831,7015.6738,4725.0282,5861.2154,4703.3331,5899.4932,6389.1056,6087.5691,5421.6221,5649.4642,5036.7632,6173.1674,6001.6671,6894.7832,6114.3774,5411.6225,6791.7506,4929.6932
2024-06,6297.096,7168.2646,4828.8024,5966.0956,5254.8695,6030.6255,6702.2531,6316.2103,5712.7314,5978.6321,5290.2033,6622.2826,6159.3339,7053.8582,6350.2436,5799.9677,6970.6811,5314.6106
2024-07,6551.322,7429.5408,5137.9975,6014.3988,5514.9954,6222.2561,7093.6656,6423.7254,5930.2983,6302.1849,5450.2375,7082.7805,6373.7302,7463.0862,6597.5519,6004.7313,7196.161,5610.7653
2024-08,6822.4011,7642.3734,5298.9103,6139.8903,5852.2072,6485.4666,7408.4618,6867.0367,6202.5993,6500.2098,5813.6611,7408.7635,6534.0289,7376.7821,6880.7827,6401.0248,7390.4444,5993.8581
2024-09,7076.041,7810.711,5438.7329,6590.5497,6254.078,6666.3154,7651.017,7171.5044,6392.9932,6617.3455,6031.7589,7709.6545,6761.1369,7648.8315,7117.1826,6697.0771,7630.2168,6267.7249
2024-10,7275.6042,7904.0442,5634.0618,6884.6687,6546.2992,6840.2644,7946.715,7275.5056,6532.7465,6840.3157,6195.5642,8017.9796,6982.0895,7740.4697,7336.5033,6887.1385,7794.7215,6518.4241
2024-11,7464.8667,7979.6192,5858.243,7011.9667,6841.4128,6926.5583,8198.7776,7599.3389,6624.5026,7008.6745,6456.3485,8276.5422,7161.5998,7646.2382,7543.8585,7150.8652,7923.6809,6795.6443
2024-12,7678.7745,8155.8025,6021.789,7109.0513,7218.6886,6960.5953,8401.7447,7731.2981,6957.1093,7314.9805,6602.9556,8668.9585,7304.9328,7560.2289,7806.1018,7357.6883,8070.0069,7108.1262
2025-01,7834.1477,8310.2299,6175.0017,6942.0426,7377.9452,7070.7555,8617.1058,7794.959,7139.335,7515.8357,6626.9195,9121.8225,7544.2859,7594.8511,7982.0485,7506.9362,8178.6798,7331.6161
2025-02,8009.2272,8572.467,6229.3108,6979.683,7610.2254,7158.8752,8781.557,7917.3984,7316.7367,7717.3701,6733.194,9292.2507,7782.0959,7516.7019,8201.6452,7665.1338,8347.6102,7515.6646
2025-03,8317.925,9112.2795,6292.5738,7368.1022,7841.6485,7255.9002,8949.6747,8049.5986,7540.6162,7695.7515,7808.1908,9641.3091,8113.781,8249.0773,8462.357,7924.1512,8662.2074,7815.7577
2025-04,8547.3129,9367.4844,6489.2193,7716.8271,7977.6053,7340.1743,9211.0811,8185.7785,7709.5628,7900.3182,7943.8635,10044.8128,8321.8701,8388.3908,8736.6696,8061.9801,8905.0865,8025.4674
2025-05,8675.5948,9405.6624,6521.0607,7730.1206,8208.9236,7444.9951,9435.464,8229.3297,8052.2581,7981.1535,8077.8854,10350.0796,8569.2984,8142.7355,8922.0337,8190.7889,8970.8423,8244.9493
2025-06,8851.2214,9489.1665,6719.8251,7721.6469,8559.0479,7600.2288,9643.9151,8407.8439,8212.565,8305.4709,8379.9439,10577.4487,8637.2837,8156.9864,9107.9966,8408.6939,9051.3039,8559.3826
2025-07,9016.5562,9682.9722,6742.1473,7597.0148,8591.0827,7721.9853,9764.0952,8669.3982,8416.6377,8673.012,8517.6311,10876.967,8865.3992,8480.6034,9240.3481,8599.7496,9170.4641,8792.0674
2025-08,9185.3068,9828.0344,6976.3822,7607.3735,8784.9537,7786.5255,9927.9376,9016.2096,8584.0406,8656.559,8633.8383,11185.9165,9056.3956,8439.1301,9428.4121,8806.3759,9330.8687,8972.9914
2025-09,9377.7681,10022.1907,7105.7319,7801.9502,9033.504,7987.2451,10125.9997,9276.6359,8763.1823,8834.8546,8923.9746,11238.5637,9259.5673,8637.923,9608.791,9031.5204,9528.5541,9157.8329
2025-10,9602.5137,10266.4083,7264.321,8053.0169,9238.2438,8147.5824,10275.5213,9591.3012,8966.7851,8965.7522,9063.6685,11538.4844,9476.215,8894.8979,9836.1396,9234.0957,9762.7663,9368.7706
2025-11,9840.8457,10553.5882,7351.7746,8073.6627,9540.9531,8236.2857,10531.0319,9864.6215,9216.2118,9206.624,9343.8347,11843.5418,9715.7343,8875.6495,10107.6944,9490.7233,9987.8095,9626.4856
2025-12,10115.6707,10831.7216,7576.6269,8178.1261,9902.1871,8427.1983,10784.5491,10280.643,9552.419,9457.6598,9307.1766,12160.9447,10043.411,8947.0847,10407.4143,9783.931,10227.1668,9953.0436
2026-01,10395.7458,11382.0015,7675.7163,8055.9667,10108.1109,8554.6652,11019.3228,10407.6095,9922.1658,9554.5894,9370.5914,12745.8836,10334.5796,9433.312,10683.2854,9983.5265,10505.7435,10235.3043
2026-02,10667.6896,11722.1086,7700.5825,8033.6046,10710.9204,8818.98,11268.0882,10611.041,10128.8443,9682.7233,9486.1187,13082.0121,10698.1724,9176.3219,10991.1691,10387.9828,10728.0753,10579.6115
2026-03,11031.5404,12060.9385,7861.3316,8371.3352,11093.2794,8934.8387,11608.053,11111.3595,10429.5075,9992.0798,10501.4142,13510.4454,10888.2241,9284.12,11326.0064,10952.4808,11041.9116,11016.4131
2026-04,11336.5576,12210.6429,8024.0511,8740.0321,11607.9584,9210.471,11916.3921,11523.9638,10845.3519,10142.7575,11074.8715,13841.4078,11201.7442,9300.4126,11587.0382,11516.8923,11316.554,11365.7347
2026-05,11594.5499,12553.1986,8109.709,8711.0804,11811.3556,9312.3705,12243.5018,11804.6491,11251.9254,10448.7582,11512.6196,14129.9031,11472.7133,9620.9269,11831.9766,11785.1189,11559.1257,11646.2193
2026-06,11810.9464,12707.5794,8273.3671,8723.2854,12268.2793,9457.329,12635.6166,11978.5743,11285.3534,10863.349,11673.7894,14294.4029,11689.3935,9954.0184,12019.0744,12035.1287,11699.8877,11972.9357
