ym,Nivel general,Alimentos y bebidas no alcohólicas,Bebidas alcohólicas y tabaco,Prendas de vestir y calzado,"Vivienda, agua, electricidad y otros combustibles",Equipa-miento y manteni-miento del hogar,Salud,Transporte,Comunicaciones,Recreación y cultura,Educación,Restaurantes y hoteles,Otros bienes y servicios,Estacional,Núcleo,Regulados,Bienes,Servicios
1975-12,5.695516966419e-10,,,,,,,,,,,,,,,,,
1976-01,6.2023890883303e-10,,,,,,,,,,,,,,,,,
1976-02,7.3799275917708e-10,,,,,,,,,,,,,,,,,
1976-03,1.01526467013515e-09,,,,,,,,,,,,,,,,,
1976-04,1.35967290545211e-09,,,,,,,,,,,,,,,,,
1976-05,1.52408483825931e-09,,,,,,,,,,,,,,,,,
1976-06,1.56572234633658e-09,,,,,,,,,,,,,,,,,
1976-07,1.63211429531335e-09,,,,,,,,,,,,,,,,,
1976-08,1.72212036545527e-09,,,,,,,,,,,,,,,,,
1976-09,1.90390633643698e-09,,,,,,,,,,,,,,,,,
1976-10,2.06497649891162e-09,,,,,,,,,,,,,,,,,
1976-11,2.22921421620386e-09,,,,,,,,,,,,,,,,,
1976-12,2.54902638836221e-09,,,,,,,,,,,,,,,,,
1977-01,2.75377713177147e-09,,,,,,,,,,,,,,,,,
1977-02,2.98109670325608e-09,,,,,,,,,,,,,,,,,
1977-03,3.20605644640159e-09,,,,,,,,,,,,,,,,,
1977-04,3.39877048150399e-09,3.17762763748991e-09,,8.73593969734959e-09,3.19706263449333e-09,3.3180024471261e-09,2.71559262940804e-09,4.69305843665767e-09,,,,,3.45940246476181e-09,,,,,
1977-05,3.61954905229028e-09,3.38470571207622e-09,,9.13170350242684e-09,3.70600313487529e-09,3.49668781568071e-09,2.7230571501046e-09,4.8297494590846e-09,,,,,3.53851561884161e-09,,,,,
1977-06,3.8963458300257e-09,3.71865556475414e-09,,9.49104732544179e-09,3.85440261541719e-09,3.78320056181138e-09,3.02462378624557e-09,4.93859601398011e-09,,,,,3.70932811060479e-09,,,,,
1977-07,4.1827878121807e-09,3.9461497875391e-09,,9.97907508507693e-09,4.39421817550922e-09,4.09203357510029e-09,3.28737491476444e-09,5.04491125364549e-09,,,,,4.13546032689822e-09,,,,,
1977-08,4.65701828169675e-09,4.33697319591326e-09,,1.07390387107774e-08,5.15912288058426e-09,4.54492396483081e-09,3.57699831779092e-09,6.32575676009036e-09,,,,,4.41954847109384e-09,,,,,
1977-09,5.04341245612092e-09,4.70446386348899e-09,,1.15645583041901e-08,5.47285332602519e-09,4.97929885344041e-09,3.97112501056922e-09,6.50294882619933e-09,,,,,5.14415304141556e-09,,,,,
1977-10,5.67350246043666e-09,5.26736623525177e-09,,1.38517331777041e-08,6.13816106429359e-09,5.50073664748715e-09,4.30328125252468e-09,7.75341854988269e-09,,,,,5.63141814949792e-09,,,,,
1977-11,6.18629790985694e-09,5.74422912532024e-09,,1.52308364984641e-08,6.6201904642444e-09,6.10302957080481e-09,4.77206808130996e-09,8.11792794302114e-09,,,,,6.48727863454297e-09,,,,,
1977-12,6.63856138671293e-09,6.03297179270115e-09,,1.61146280631765e-08,7.19090100343983e-09,6.61597980984521e-09,5.23783924373383e-09,9.45446238452879e-09,,,,,6.84238881478744e-09,,,,,
1978-01,7.52531835789834e-09,6.63524816456133e-09,,1.6670639789328e-08,9.06531591874092e-09,7.46319491937141e-09,5.94474428273933e-09,1.17858037114768e-08,,,,,7.70184535229064e-09,,,,,
1978-02,7.99221593801162e-09,7.03336305443498e-09,,1.73868994365537e-08,9.35414712248021e-09,7.99694043837286e-09,6.44337426526945e-09,1.22996607031929e-08,,,,,8.54601866684665e-09,,,,,
1978-03,8.75084531682534e-09,7.70417935239065e-09,,1.8581474848198e-08,9.8640835925302e-09,8.70012897927958e-09,7.28537219984126e-09,1.30868997397627e-08,,,,,9.5637015125094e-09,,,,,
1978-04,9.71995871326814e-09,8.66811320662691e-09,,2.1793717266095e-08,1.07246013857396e-08,9.56274799988804e-09,7.9527003501136e-09,1.42095380443246e-08,,,,,1.05957685680049e-08,,,,,
1978-05,1.05647455831204e-08,9.49788380127208e-09,,2.33646324923833e-08,1.13221831865795e-08,1.07010970288696e-08,8.69019499493361e-09,1.53663491044932e-08,,,,,1.1600865230064e-08,,,,,
1978-06,1.12505212011295e-08,1.0057869580435e-08,,2.44038159805616e-08,1.19098052907387e-08,1.13881114631399e-08,9.57100843712749e-09,1.62206679946615e-08,,,,,1.26976612298066e-08,,,,,
1978-07,1.19928376726325e-08,1.0466192544408e-08,,2.56493793670931e-08,1.32702998573175e-08,1.21998975771767e-08,1.02114643128923e-08,1.75091074467967e-08,,,,,1.40569690589958e-08,,,,,
1978-08,1.29291668767132e-08,1.14257515097446e-08,,2.70017747010074e-08,1.41826080732664e-08,1.30193856467548e-08,1.09340299163191e-08,1.84532880276345e-08,,,,,1.51627551898837e-08,,,,,
1978-09,1.37555819286234e-08,1.22073983264929e-08,,2.88057778124946e-08,1.49634482930305e-08,1.39436203116924e-08,1.17491555763834e-08,1.94911272719871e-08,,,,,1.61318913273612e-08,,,,,
1978-10,1.50976749048379e-08,1.35300730705055e-08,,3.37977433538372e-08,1.60311277771977e-08,1.49448745320415e-08,1.25642812364476e-08,2.13187368681396e-08,,,,,1.74732188942595e-08,,,,,
1978-11,1.64253555066323e-08,1.48862886294158e-08,,3.82385531666366e-08,1.73975981617849e-08,1.58952958458191e-08,1.34868959945422e-08,2.23996084714044e-08,,,,,1.85700148940021e-08,,,,,
1978-12,1.79137895154196e-08,1.62789615958237e-08,,4.06374159851415e-08,1.90608675074559e-08,1.70921797369133e-08,1.4515506946528e-08,2.49714247452147e-08,,,,,2.03123023099866e-08,,,,,
1979-01,2.02015559824267e-08,1.87974393057572e-08,,4.2397715118154e-08,2.17260823392017e-08,1.86664594495237e-08,1.60069181817004e-08,2.75989299540877e-08,,,,,2.2887075870038e-08,,,,,
1979-02,2.17051942543384e-08,2.02790683464593e-08,,4.53550176616148e-08,2.28953507295118e-08,2.00327863625232e-08,1.79462006586663e-08,2.91227817226249e-08,,,,,2.4305718564787e-08,,,,,
1979-03,2.33873242402216e-08,2.16396587942693e-08,,5.02037312735125e-08,2.46502492846449e-08,2.17364589282249e-08,1.95839164994913e-08,3.12997128205351e-08,,,,,2.59005678299865e-08,,,,,
1979-04,2.50247917031767e-08,2.27202563524979e-08,,5.85050591849183e-08,2.70047215799539e-08,2.36742709423775e-08,2.13530079045757e-08,3.29805061333402e-08,,,,,2.81921522589568e-08,,,,,
1979-05,2.6756652299696e-08,2.42981329489936e-08,,6.18022815609606e-08,2.92914679378346e-08,2.54857708856553e-08,2.31026915558491e-08,3.46967378593672e-08,,,,,2.99497228978885e-08,,,,,
1979-06,2.93507213175645e-08,2.71082699189078e-08,,6.45095002275932e-08,3.111210049106e-08,2.75560565351155e-08,2.53375690523988e-08,3.83747388887434e-08,,,,,3.19131675400507e-08,,,,,
1979-07,3.14498598951838e-08,2.87794774785973e-08,,6.69059350472943e-08,3.43131470042257e-08,2.95585649758137e-08,2.7575432357227e-08,4.05415447257332e-08,,,,,3.52305259327146e-08,,,,,
1979-08,3.50508945895653e-08,3.35962301571788e-08,,6.85812542221614e-08,3.6356876763098e-08,3.19661962779763e-08,2.99581073635685e-08,4.25362211270742e-08,,,,,3.79976882992783e-08,,,,,
1979-09,3.74503173638925e-08,3.56174288288452e-08,,7.14511488086725e-08,3.86057762735921e-08,3.49021817302615e-08,3.29513801628886e-08,4.70394309214722e-08,,,,,4.04843585741045e-08,,,,,
1979-10,3.90759064962816e-08,3.59411706074238e-08,,8.28943071726547e-08,4.11733860778675e-08,3.73683478945367e-08,3.53952642389419e-08,5.06187106568735e-08,,,,,4.40048939306552e-08,,,,,
1979-11,4.10841362506361e-08,3.74461323889243e-08,,8.85466883887277e-08,4.28725103315888e-08,3.96850961213138e-08,3.79608200023491e-08,5.39334679507264e-08,,,,,4.69698391824184e-08,,,,,
1979-12,4.29457082169359e-08,3.87163084661404e-08,,8.98116757656924e-08,4.4418255256428e-08,4.16044234421676e-08,4.09115450336987e-08,6.02630216836619e-08,,,,,4.95661890572188e-08,,,,,
1980-01,4.60419930511338e-08,4.18210212886352e-08,,8.99743516855705e-08,4.70755023308293e-08,4.39196312778364e-08,4.44213626652207e-08,6.41890916055908e-08,,,,,5.46599973642199e-08,,,,,
1980-02,4.85031831444041e-08,4.43015832947711e-08,,9.05036554248765e-08,4.95474990469702e-08,4.5999159273946e-08,4.64666413360777e-08,6.78594986892767e-08,,,,,5.77508044520191e-08,,,,,
1980-03,5.13143880450186e-08,4.65021524113256e-08,,9.22882345459306e-08,5.25931742919175e-08,4.82635342030433e-08,4.9624133590722e-08,7.30309757044286e-08,,,,,6.08685819332543e-08,,,,,
1980-04,5.44835266400212e-08,4.95135342706265e-08,,1.03304065120382e-07,5.54575830572766e-08,5.0880658695925e-08,5.25039456754543e-08,7.66127867550596e-08,,,,,6.46947817487499e-08,,,,,
1980-05,5.7635243683527e-08,5.27203278341145e-08,,1.05948155818106e-07,5.85849278150052e-08,5.35178082732137e-08,5.52777615662956e-08,8.06173274491226e-08,,,,,6.75644316103716e-08,,,,,
1980-06,6.09421709130947e-08,5.59300379902021e-08,,1.08111502752608e-07,6.29233716891028e-08,5.60733171217662e-08,5.79082586597628e-08,8.49382825469516e-08,,,,,7.07181696161885e-08,,,,,
1980-07,6.37296191525773e-08,5.78360312541763e-08,,1.10478801586659e-07,6.74968644048638e-08,5.96762919239146e-08,6.05044189580259e-08,8.91807668726464e-08,,,,,7.50208463823921e-08,,,,,
1980-08,6.59104806444905e-08,5.90580835534955e-08,,1.12525604578562e-07,7.15604206505753e-08,6.24921268697583e-08,6.48024899751044e-08,9.12412574699712e-08,,,,,7.97226849714523e-08,,,,,
1980-09,6.89054037245256e-08,6.12017791143536e-08,,1.15186691267916e-07,7.51100565475643e-08,6.55005107041304e-08,6.88273595346888e-08,9.93161530540801e-08,,,,,8.35578749180928e-08,,,,,
1980-10,7.41524582798696e-08,6.53579235690791e-08,,1.33151454419859e-07,8.44701794880522e-08,6.95440373632322e-08,7.524535442959e-08,1.04429409818939e-07,,,,,8.76340003794314e-08,,,,,
1980-11,7.76209308051348e-08,6.83284731319824e-08,,1.36914852566299e-07,8.93145759535279e-08,7.3374990049399e-08,7.83774673138662e-08,1.0859848600296e-07,,,,,9.21002975324817e-08,,,,,
1980-12,8.05810107821762e-08,7.0361338174048e-08,,1.38988363545047e-07,9.28423005178193e-08,7.61430728708871e-08,8.37429647905526e-08,1.16587316869245e-07,,,,,9.5363715138273e-08,,,,,
1981-01,8.45262003074889e-08,7.38481246271178e-08,,1.40508290796448e-07,9.81428510912687e-08,7.883721691918e-08,8.8902441496014e-08,1.19503392014352e-07,,,,,1.02972962139765e-07,,,,,
1981-02,8.8058023929106e-08,7.67209683379276e-08,,1.43883209134223e-07,1.0144947038925e-07,8.24263282013544e-08,9.41425350249982e-08,1.26515135201807e-07,,,,,1.07539948761645e-07,,,,,
1981-03,9.33320027003994e-08,8.10666913116402e-08,,1.49613286312029e-07,1.06787867810086e-07,8.67394233043967e-08,1.004276614515e-07,1.35146920136545e-07,,,,,1.13329593219302e-07,,,,,
1981-04,1.00696567651305e-07,8.64769705842827e-08,,1.77535272559811e-07,1.14695866974533e-07,9.49497079112597e-08,1.08071330644776e-07,1.48714769770031e-07,,,,,1.22068000692661e-07,,,,,
1981-05,1.08282861439442e-07,9.44684343077543e-08,,1.8566906855373e-07,1.21109911636882e-07,1.01588793587728e-07,1.15087980099542e-07,1.57068110029455e-07,,,,,1.31273894985582e-07,,,,,
1981-06,1.1843487462983e-07,1.04530678777089e-07,,1.93171584858569e-07,1.31248882857798e-07,1.1060008157087e-07,1.24343985763274e-07,1.72534446085538e-07,,,,,1.41684466851991e-07,,,,,
1981-07,1.30566609581214e-07,1.15599147693357e-07,,2.00261341366702e-07,1.41427692865437e-07,1.21506050617134e-07,1.33346197723324e-07,1.90506784219448e-07,,,,,1.64033932879533e-07,,,,,
1981-08,1.40908676060658e-07,1.2433434252978e-07,,2.05918578580383e-07,1.55709897905511e-07,1.29608507846421e-07,1.44169752733334e-07,2.06909706910679e-07,,,,,1.79173313728438e-07,,,,,
1981-09,1.50981500380606e-07,1.31859151437282e-07,,2.16019053605668e-07,1.70191296879197e-07,1.380652550306e-07,1.55351604736779e-07,2.27109602447101e-07,,,,,1.9736933916679e-07,,,,,
1981-10,1.59771464999428e-07,1.36656946263965e-07,,2.57149353348053e-07,1.7923470146524e-07,1.47584872079458e-07,1.67533702513563e-07,2.45208506342518e-07,,,,,2.14432608080818e-07,,,,,
1981-11,1.71285526761382e-07,1.48702473701169e-07,,2.71037506507819e-07,1.86923587302713e-07,1.55564098020086e-07,1.8226866636857e-07,2.60826721312409e-07,,,,,2.28744896864344e-07,,,,,
1981-12,1.86363087693127e-07,1.6592495300303e-07,,2.84707139775212e-07,1.9662433186968e-07,1.65299369824096e-07,1.91868039984344e-07,2.80950677391928e-07,,,,,2.3825645561621e-07,,,,,
1982-01,2.08583484738548e-07,1.88470213799539e-07,,3.02771450878124e-07,2.1640428947748e-07,1.80472222240155e-07,2.0708073316393e-07,3.16439716918326e-07,,,,,2.69416250166274e-07,,,,,
1982-02,2.19606575503774e-07,1.96622090116001e-07,,3.21102841849494e-07,2.33734161701837e-07,1.93457719282529e-07,2.2504036995985e-07,3.23805844237999e-07,,,,,2.91585913570906e-07,,,,,
1982-03,2.29964479757306e-07,2.04584387913474e-07,,3.41036712031607e-07,2.43693858382501e-07,2.05241711260484e-07,2.41029373291879e-07,3.31070718948467e-07,,,,,3.10069623205912e-07,,,,,
1982-04,2.3959384640279e-07,2.10752981262066e-07,,4.14483675857295e-07,2.5281694054199e-07,2.16471162439476e-07,2.42791000176267e-07,3.37120562348473e-07,,,,,3.35224010150828e-07,,,,,
1982-05,2.4692673580552e-07,2.16644498313677e-07,,4.29658668383263e-07,2.59171227024254e-07,2.27962480106868e-07,2.52315728585076e-07,3.46106731415428e-07,,,,,3.47594430606941e-07,,,,,
1982-06,2.66423035707809e-07,2.39073095406194e-07,,4.43692501471279e-07,2.70007377012817e-07,2.44752743186568e-07,2.62571980022147e-07,3.55346032005396e-07,,,,,3.84346086729463e-07,,,,,
1982-07,3.09739347838404e-07,2.89705142938847e-07,,4.88974679168771e-07,2.96659525330276e-07,2.9070260994505e-07,2.85950858843769e-07,4.00935019300005e-07,,,,,4.16908341738213e-07,,,,,
1982-08,3.55241272793138e-07,3.28393743775289e-07,,5.72594957983866e-07,3.40402513151755e-07,3.42613790292381e-07,3.19735279516394e-07,4.63331939722665e-07,,,,,4.96812627358803e-07,,,,,
1982-09,4.15868272001882e-07,3.96000360238817e-07,,6.68452350771905e-07,3.81814931949958e-07,3.96789345568809e-07,3.56087495308635e-07,5.60711636625697e-07,,,,,5.34804921579394e-07,,,,,
1982-10,4.68639735262994e-07,4.43686649245664e-07,,8.96902758254845e-07,4.38386009096133e-07,4.46744229208688e-07,3.75196668291825e-07,6.34752607106946e-07,,,,,5.82200892978106e-07,,,,,
1982-11,5.21807142876305e-07,4.88485511578704e-07,,1.00407462547024e-06,4.96132330450626e-07,5.00719533641046e-07,4.24059420771498e-07,7.38182147409986e-07,,,,,6.33462620769352e-07,,,,,
1982-12,5.77223514410108e-07,5.28384498344066e-07,,1.10872137392933e-06,5.52882682137053e-07,5.62088715392905e-07,4.77639750331396e-07,8.80264871277082e-07,,,,,7.14805327373215e-07,,,,,
1983-01,6.69462710698437e-07,6.15255208929321e-07,,1.2064726057846e-06,6.5853514452554e-07,6.37413840585322e-07,5.49239432852786e-07,1.03176408780025e-06,,,,,8.18641342102938e-07,,,,,
1983-02,7.56728845923147e-07,7.03919623963462e-07,,1.32495894742737e-06,7.35025615033045e-07,7.35998871512001e-07,6.11642825876017e-07,1.16035490149076e-06,,,,,9.12498311261239e-07,,,,,
1983-03,8.41936070516414e-07,7.73480357468861e-07,,1.48787766718616e-06,8.43187920985064e-07,8.22568851794497e-07,6.75091251796766e-07,1.30084289676288e-06,,,,,1.01534541156497e-06,,,,,
1983-04,9.28410317036724e-07,8.2977059464514e-07,,1.95623863650766e-06,9.31430833575755e-07,9.24234664937632e-07,7.49587168348422e-07,1.4828444618091e-06,,,,,1.11495606465634e-06,,,,,
1983-05,1.01250889744384e-06,8.87810787381304e-07,,2.11575815794064e-06,1.05552865421684e-06,1.01542581854482e-06,8.32294057666292e-07,1.65117692461262e-06,,,,,1.23020954594077e-06,,,,,
1983-06,1.17278717121408e-06,1.06397298040966e-06,,2.35613003955198e-06,1.21667654650999e-06,1.13110919077284e-06,9.2903424589369e-07,1.85191022236179e-06,,,,,1.34438421148774e-06,,,,,
1983-07,1.31881144830515e-06,1.17028278067263e-06,,2.5678515352743e-06,1.40391884410648e-06,1.28745888825813e-06,1.04443573586249e-06,2.12706418787673e-06,,,,,1.54846018848902e-06,,,,,
1983-08,1.54624188420838e-06,1.40302687013724e-06,,2.81623581293935e-06,1.63538219496513e-06,1.48832588877123e-06,1.20522151166636e-06,2.44525051230384e-06,,,,,1.77824794056623e-06,,,,,
1983-09,1.87661785168341e-06,1.77124668586289e-06,,3.14814324946733e-06,1.85947537028008e-06,1.75173276827846e-06,1.3754125835479e-06,2.87253652314948e-06,,,,,2.18280384211063e-06,,,,,
1983-10,2.19511548859246e-06,2.03898988652519e-06,,4.69477848771405e-06,2.15288803449246e-06,2.11002774005262e-06,1.5823290972565e-06,3.15604382892384e-06,,,,,2.5870001384092e-06,,,,,
1983-11,2.61735054577771e-06,2.39948073186136e-06,,5.57250005541607e-06,2.68593100084163e-06,2.58955149204443e-06,1.8547841026809e-06,3.75647180151024e-06,,,,,3.17099905761639e-06,,,,,
1983-12,3.08060543785079e-06,2.72234753266002e-06,,6.50509439609199e-06,3.38310976848815e-06,3.14455440833948e-06,2.15933654710049e-06,4.74317847821421e-06,,,,,3.78718264632423e-06,,,,,
1984-01,3.46688874785635e-06,3.09742134099522e-06,,7.13103248780313e-06,3.71297492255176e-06,3.54443994003583e-06,2.43641955535675e-06,5.27019830912691e-06,,,,,4.18400703508355e-06,,,,,
1984-02,4.05447016651999e-06,3.80615334274836e-06,,7.93227209317429e-06,4.03168521633303e-06,3.96342632147422e-06,2.7603797535874e-06,5.87771396435767e-06,,,,,4.67307016939499e-06,,,,,
1984-03,4.87645064168556e-06,4.73508808578695e-06,,9.12927550362267e-06,4.46393605227388e-06,4.66430427571859e-06,3.27244587337132e-06,6.78392481674356e-06,,,,,5.36531026759317e-06,,,,,
1984-04,5.77920376469977e-06,5.50215193953622e-06,,1.27397097254011e-05,5.22087300000438e-06,5.85348621127166e-06,3.92185917397193e-06,8.07489558410891e-06,,,,,6.23555496247086e-06,,,,,
1984-05,6.76589709038024e-06,6.29400683038389e-06,,1.58208402078738e-05,6.099318247239e-06,7.29067111524972e-06,4.70264803883196e-06,9.74050100553332e-06,,,,,7.24784372944637e-06,,,,,
1984-06,7.97748680810981e-06,7.28127342541861e-06,,1.86421748183018e-05,7.28452215223807e-06,8.79871401020628e-06,5.67303572938459e-06,1.19047755272929e-05,,,,,8.68626471271536e-06,,,,,
1984-07,9.43614580161175e-06,8.39103690964525e-06,,2.13688174753679e-05,8.72867817093445e-06,1.03391051184357e-05,7.05098624996932e-06,1.51499216523173e-05,,,,,1.0180424509086e-05,,,,,
1984-08,1.15916668549843e-05,1.0511399729705e-05,,2.42727040451372e-05,1.06110608435801e-05,1.2557268314286e-05,8.74543244808817e-06,1.88532358339948e-05,,,,,1.21366770463317e-05,,,,,
1984-09,1.47845621111188e-05,1.41469324053647e-05,,2.86892338698951e-05,1.26089759977214e-05,1.52945433136096e-05,1.06668000753823e-05,2.24375781998563e-05,,,,,1.5000932829266e-05,,,,,
1984-10,1.76416965565883e-05,1.65677042632047e-05,,4.46800339940598e-05,1.46885606646442e-05,1.78485117710539e-05,1.3298790072989e-05,2.62041752622871e-05,,,,,1.73905096877216e-05,,,,,
1984-11,2.02834372744615e-05,1.85495289347736e-05,,4.98856634301679e-05,1.75390258546503e-05,2.0762931747824e-05,1.57008728331415e-05,3.08238255572711e-05,,,,,2.09164391229596e-05,,,,,
1984-12,2.42745563446296e-05,2.21383961288363e-05,,5.52539687861546e-05,2.11882587184458e-05,2.40578283283266e-05,1.94092467151918e-05,3.71850207305832e-05,,,,,2.59688928266918e-05,,,,,
1985-01,3.0376850700724e-05,2.83055311811286e-05,,6.02143703430431e-05,2.66919871041811e-05,2.96987405666626e-05,2.47224925470023e-05,4.66268265389613e-05,,,,,3.22026497629335e-05,,,,,
1985-02,3.66644470136475e-05,3.38616400837613e-05,,6.83724463250038e-05,3.29466766196385e-05,3.65534809982834e-05,3.22168713263472e-05,5.64989559364613e-05,,,,,3.88733270728433e-05,,,,,
1985-03,4.63730025295723e-05,4.23489245492002e-05,,8.09252001424851e-05,4.40019399351762e-05,4.66738505793505e-05,4.07562830032104e-05,7.10540185096985e-05,,,,,4.88883331688533e-05,,,,,
1985-04,6.00410015674891e-05,5.41319586524212e-05,,0.000110571065541217,5.82044674018039e-05,6.06143901088265e-05,5.23113610414831e-05,9.33802188394293e-05,,,,,6.52863323781194e-05,,,,,
1985-05,7.51027247251478e-05,6.48650194197116e-05,,0.000137011972518465,7.59526468867484e-05,8.02235689165863e-05,6.7942067380077e-05,0.000123781314753269,,,,,8.52084629963943e-05,,,,,
1985-06,9.80358216045264e-05,8.32249698354975e-05,,0.000159616641385148,0.000107624482331262,0.000101126676255259,8.96936806898491e-05,0.000166990865731557,,,,,0.00011661998121853,,,,,
1985-07,0.000104101689080218,8.66082172512741e-05,,0.000162554519938175,0.000111150214956217,0.000107442279799,9.91437638916922e-05,0.000177976773830313,,,,,0.000134186697476702,,,,,
1985-08,0.000107300919445988,9.15372587449481e-05,,0.000161656160380638,0.000110771746482352,0.000109259941306711,0.00010459286400018,0.000178356471114833,,,,,0.000135876842132043,,,,,
1985-09,0.000109439018947864,9.41476091217754e-05,,0.000163040119699006,0.000110572552548738,0.000110985179347927,0.000109370157245978,0.000179900573405211,,,,,0.000138376098590473,,,,,
1985-10,0.000111561280675651,9.5212165420705e-05,,0.000207084018006377,0.000110094487108066,0.000111971029657194,0.000113923514870878,0.000180103078623621,,,,,0.000138825605147744,,,,,
1985-11,0.000114206188948342,9.87412424664719e-05,,0.000209851936643114,0.000110273761648318,0.00011267960956698,0.000119671195807229,0.000180457462755839,,,,,0.000141001216884939,,,,,
1985-12,0.000117833039214487,0.000103378624700165,,0.000211794335686438,0.000110353439221763,0.000113465209032177,0.000126195186896021,0.000180710594278852,,,,,0.000144327565408748,,,,,
1986-01,0.00012139653838428,0.0001073889395249,,0.00021213425551902,0.000110711988302268,0.00011495938840716,0.000132301164825806,0.000181039665258769,,,,,0.000147528052096522,,,,,
1986-02,0.000123455449015716,0.000109693047678748,,0.00021135729590169,0.000111110376169495,0.000115760391783438,0.000140900292668242,0.000181216857324877,,,,,0.000149236177014153,,,,,
1986-03,0.000129188723235561,0.000116561623251294,,0.000213615334789554,0.00011314215429235,0.000116761646003788,0.000148066232536938,0.000190278965848736,,,,,0.000152616466324835,,,,,
1986-04,0.000135302104033517,0.000122321893635913,,0.000245009359327278,0.000118420793533102,0.00012033535337488,0.000153052532362239,0.000194253130760038,,,,,0.000158999459438091,,,,,
1986-05,0.000140750298319778,0.000126871778091612,,0.000250909396421374,0.000124356772754778,0.000125464855765284,0.000162099531446468,0.000199594205895608,,,,,0.000162397729011064,,,,,
1986-06,0.000147148759051317,0.000132544550698237,,0.000258946072463127,0.000130691139843681,0.000129793354779408,0.000170325433254076,0.000210782619212775,,,,,0.000171351899631913,,,,,
1986-07,0.00015711071895265,0.000140565180347707,,0.000265841589066928,0.000141188660145102,0.000135569821435269,0.000179327645214125,0.000224401095150865,,,,,0.000186365418644783,,,,,
1986-08,0.00017090542018327,0.000156314780386665,,0.000270794706627404,0.000152004890740303,0.00014558236363876,0.000195525655125658,0.000241791230781845,,,,,0.000196380424740793,,,,,
1986-09,0.000183258883971886,0.000168637384120851,,0.000280385301903816,0.000160590149279036,0.000157150700861562,0.000210469625560168,0.000262775834039608,,,,,0.000217633094768592,,,,,
1986-10,0.000194361163607552,0.000176789260437312,,0.000340235472426236,0.000171565735021129,0.000165807698889811,0.000224517853511091,0.000277837159658871,,,,,0.000230435041519685,,,,,
1986-11,0.000204655716764731,0.000186253603423686,,0.000351331426961224,0.00018058922021381,0.000171953859411647,0.00023710303540549,0.000291177190921647,,,,,0.000242499797516854,,,,,
1986-12,0.000214348434506569,0.000192290950105287,,0.000360873462261553,0.000190608675074559,0.000179347736731148,0.000251509560349848,0.000309706418406185,,,,,0.000257585237578887,,,,,
1987-01,0.000230597990720824,0.00020751556347628,,0.00036881301835114,0.000205169751621691,0.00019131657564209,0.000272156424596529,0.000328817848393653,,,,,0.000284627552064343,,,,,
1987-02,0.000245485498363515,0.000221223548695374,,0.000375611415002774,0.000217519775505715,0.000203485665397102,0.000292310630477237,0.000351852816987819,,,,,0.000310159524517367,,,,,
1987-03,0.000265757849196115,0.000242223015413986,,0.000392850206512274,0.000225487532850247,0.000218427459146927,0.000317540710431605,0.000366534445322563,,,,,0.000343243207132552,,,,,
1987-04,0.000274627002685377,0.000249368667283513,,0.000441167382714957,0.000227479472186379,0.000227361727574658,0.000333813365550104,0.000368812629029678,,,,,0.000356188995981973,,,,,
1987-05,0.000286030200028714,0.000260451719162781,,0.000462290972311104,0.000234849647730071,0.00023691215244568,0.0003524746672915,0.000387291230209614,,,,,0.000362302285160866,,,,,
1987-06,0.000308994972456269,0.00028480526737117,,0.000484871361189746,0.000258553725830053,0.000254934728411964,0.000374569648553314,0.000420451459724293,,,,,0.000377585508108098,,,,,
1987-07,0.000340195387409567,0.000313533704479271,,0.000502595752460079,0.00029102233700902,0.000274959812818946,0.000410847219138589,0.000462977555590447,,,,,0.000401319454332036,,,,,
1987-08,0.000386916820969075,0.000365594882385829,,0.000527118540382044,0.000326279663258572,0.000303765126542835,0.000452648535039318,0.000526513567866665,,,,,0.000444112478584287,,,,,
1987-09,0.000432054477119786,0.000412843682502706,,0.00057106531873725,0.000367712001450137,0.000342428943359393,0.000486537459001694,0.000581189976837434,,,,,0.000495176423490335,,,,,
1987-10,0.000516628190749537,0.000465488178929224,,0.000809252001424851,0.000473683174132408,0.000420218694324977,0.000557748986446864,0.000774076197373199,,,,,0.000668865757220059,,,,,
1987-11,0.000569684733944233,0.000499174823456997,,0.000903943954786894,0.00053244538454833,0.000496776132403978,0.000615076505396434,0.000845459286862816,,,,,0.000793468974895732,,,,,
1987-12,0.000589006818331558,0.000518715993875706,,0.000942549135772958,0.000540811529760088,0.000517263334143429,0.000645382459424463,0.000852800101030186,,,,,0.000818461539480029,,,,,
1988-01,0.000642538494748891,0.000575589549571945,,0.000994022710421045,0.000571487395536535,0.000557775620289862,0.000693155391882438,0.00092139874376666,,,,,0.000871323510615163,,,,,
1988-02,0.000709532279140995,0.000635525527497984,,0.00107827426892522,0.000634831066425562,0.000627709376603474,0.000767800598848023,0.00103632045521448,,,,,0.000952234690924044,,,,,
1988-03,0.000814219965862469,0.000727106535131929,,0.00124896258485732,0.000713711864136427,0.000731993854630606,0.000878275505157092,0.00126616387811012,,,,,0.00106011626466922,,,,,
1988-04,0.000954542644281874,0.000843332750234242,,0.00160490720954643,0.00087744927756655,0.000872785601922771,0.000981584471597468,0.00152182671635307,,,,,0.00122499526987642,,,,,
1988-05,0.00110452636489494,0.000944684343077543,,0.00180715950993254,0.00106289882976053,0.00104392305404706,0.0011240075264878,0.00190380218457941,,,,,0.00147510071834231,,,,,
