ym,Nivel general,Alimentos y bebidas no alcohólicas,Bebidas alcohólicas y tabaco,Prendas de vestir y calzado,"Vivienda, agua, electricidad y otros combustibles",Equipamiento y manteni-miento del hogar,Salud,Transporte,Comunicaciones,Recreación y cultura,Educación,Restaurantes y hoteles,Otros bienes y servicios,Estacional,Núcleo,Regulados,Bienes,Servicios
1969-07,2.04106125052869e-11,,,,,,,,,,,,,,,,,
1969-08,2.02576993215317e-11,,,,,,,,,,,,,,,,,
1969-09,2.06351510218542e-11,,,,,,,,,,,,,,,,,
1969-10,2.09478791880295e-11,,,,,,,,,,,,,,,,,
1969-11,2.1097418159104e-11,,,,,,,,,,,,,,,,,
1969-12,2.26444946731847e-11,,,,,,,,,,,,,,,,,
1970-01,2.15768631063644e-11,,,,,,,,,,,,,,,,,
1970-02,2.18693459964558e-11,,,,,,,,,,,,,,,,,
1970-03,2.21515528752016e-11,,,,,,,,,,,,,,,,,
1970-04,2.23214904956637e-11,,,,,,,,,,,,,,,,,
1970-05,2.24865201704085e-11,,,,,,,,,,,,,,,,,
1970-06,2.26513964718497e-11,,,,,,,,,,,,,,,,,
1970-07,2.29300757646111e-11,,,,,,,,,,,,,,,,,
1970-08,2.31885097812886e-11,,,,,,,,,,,,,,,,,
1970-09,2.36612063031877e-11,,,,,,,,,,,,,,,,,
1970-10,2.45995441750174e-11,,,,,,,,,,,,,,,,,
1970-11,2.52354298920174e-11,,,,,,,,,,,,,,,,,
1970-12,2.75679310941725e-11,,,,,,,,,,,,,,,,,
1971-01,2.74897107093027e-11,,,,,,,,,,,,,,,,,
1971-02,2.84076499317448e-11,,,,,,,,,,,,,,,,,
1971-03,2.87068812471975e-11,,,,,,,,,,,,,,,,,
1971-04,2.8965315263875e-11,,,,,,,,,,,,,,,,,
1971-05,2.9669145354399e-11,,,,,,,,,,,,,,,,,
1971-06,3.05939863755061e-11,,,,,,,,,,,,,,,,,
1971-07,3.19097759476582e-11,,,,,,,,,,,,,,,,,
1971-08,3.27461205725498e-11,,,,,,,,,,,,,,,,,
1971-09,3.30419776753219e-11,,,,,,,,,,,,,,,,,
1971-10,3.33818529162461e-11,,,,,,,,,,,,,,,,,
1971-11,3.42830744485885e-11,,,,,,,,,,,,,,,,,
1971-12,3.8352988434674e-11,,,,,,,,,,,,,,,,,
1972-01,4.03522094479626e-11,,,,,,,,,,,,,,,,,
1972-02,4.18100226993096e-11,,,,,,,,,,,,,,,,,
1972-03,4.35788770104916e-11,,,,,,,,,,,,,,,,,
1972-04,4.57038641327864e-11,,,,,,,,,,,,,,,,,
1972-05,4.64383688840437e-11,,,,,,,,,,,,,,,,,
1972-06,4.89917276434781e-11,,,,,,,,,,,,,,,,,
1972-07,5.14228478798907e-11,,,,,,,,,,,,,,,,,
1972-08,5.13582777190471e-11,,,,,,,,,,,,,,,,,
1972-09,5.26162455557173e-11,,,,,,,,,,,,,,,,,
1972-10,5.51628558897903e-11,,,,,,,,,,,,,,,,,
1972-11,5.78524101428801e-11,,,,,,,,,,,,,,,,,
1972-12,6.29559068223722e-11,,,,,,,,,,,,,,,,,
1973-01,6.58663186327414e-11,,,,,,,,,,,,,,,,,
1973-02,7.08509510018919e-11,,,,,,,,,,,,,,,,,
1973-03,7.69371104379729e-11,,,,,,,,,,,,,,,,,
1973-04,8.03745129197392e-11,,,,,,,,,,,,,,,,,
1973-05,8.31557844084217e-11,,,,,,,,,,,,,,,,,
1973-06,8.07145415339671e-11,,,,,,,,,,,,,,,,,
1973-07,8.07077931086059e-11,,,,,,,,,,,,,,,,,
1973-08,8.13538014636481e-11,,,,,,,,,,,,,,,,,
1973-09,8.17787988881069e-11,,,,,,,,,,,,,,,,,
1973-10,8.30470427361223e-11,,,,,,,,,,,,,,,,,
1973-11,8.37065479418867e-11,,,,,,,,,,,,,,,,,
1973-12,9.05100343192147e-11,,,,,,,,,,,,,,,,,
1974-01,8.53323049607485e-11,,,,,,,,,,,,,,,,,
1974-02,8.66680330623768e-11,,,,,,,,,,,,,,,,,
1974-03,8.76982415431026e-11,,,,,,,,,,,,,,,,,
1974-04,9.01870301416936e-11,,,,,,,,,,,,,,,,,
1974-05,9.31894659342628e-11,,,,,,,,,,,,,,,,,
1974-06,9.67595363237004e-11,,,,,,,,,,,,,,,,,
1974-07,9.89803817607864e-11,,,,,,,,,,,,,,,,,
1974-08,1.0081917429844e-10,,,,,,,,,,,,,,,,,
1974-09,1.04151362693891e-10,,,,,,,,,,,,,,,,,
1974-10,1.08088608772306e-10,,,,,,,,,,,,,,,,,
1974-11,1.12559593947478e-10,,,,,,,,,,,,,,,,,
1974-12,1.26805980005118e-10,,,,,,,,,,,,,,,,,
1975-01,1.30471601962739e-10,,,,,,,,,,,,,,,,,
1975-02,1.36496105330747e-10,,,,,,,,,,,,,,,,,
1975-03,1.47566590389371e-10,,,,,,,,,,,,,,,,,
1975-04,1.61877853354462e-10,,,,,,,,,,,,,,,,,
1975-05,1.68173827469958e-10,,,,,,,,,,,,,,,,,
1975-06,2.03725759259777e-10,,,,,,,,,,,,,,,,,
1975-07,2.74487600372239e-10,,,,,,,,,,,,,,,,,
1975-08,3.36169741907663e-10,,,,,,,,,,,,,,,,,
1975-09,3.7249927634707e-10,,,,,,,,,,,,,,,,,
1975-10,4.23880866808274e-10,,,,,,,,,,,,,,,,,
1975-11,4.61833090800469e-10,,,,,,,,,,,,,,,,,
1975-12,5.51554939712145e-10,,,,,,,,,,,,,,,,,
1976-01,6.00640531817464e-10,,,,,,,,,,,,,,,,,
1976-02,7.14673583093264e-10,,,,,,,,,,,,,,,,,
1976-03,9.83184225821633e-10,,,,,,,,,,,,,,,,,
1976-04,1.31670981197409e-09,,,,,,,,,,,,,,,,,
1976-05,1.47592663850994e-09,,,,,,,,,,,,,,,,,
1976-06,1.51624848004378e-09,,,,,,,,,,,,,,,,,
1976-07,1.58054256894064e-09,,,,,,,,,,,,,,,,,
1976-08,1.66770461741412e-09,,,,,,,,,,,,,,,,,
1976-09,1.84374649536216e-09,,,,,,,,,,,,,,,,,
1976-10,1.99972714519065e-09,,,,,,,,,,,,,,,,,
